Month,CITY,STORE,STATUS,Zone,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,EBITDA,VARIANCE,Revenue Cohort,CM Cohort,EBITDA Category,EBITDA Cohort,CM,GM%,CM%,Variance %,Revenue Band,Variance Bucket
Dec-2023,Hyderabad,Warren-Mcknight,Active,South,11999,4478058.94,1263046.51,3296325.02,1241436.47,1990783.58,644219.75,21492.84,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,727737.0700000001,60.39403177542244,22.07722435089244,0.6520242958323327,INR 25 to 35 lacs,Var < 2%
Jan-2024,Hyderabad,Warren-Mcknight,Active,South,12892,5965907.53,1622270.51,4412067.57,1508156.01,2764724.04,1466838.18,18197.61,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,1142453.53,62.66277649052414,25.893835755557117,0.4124508455794117,INR 35 to 45 lacs,Var < 2%
Feb-2024,Hyderabad,Warren-Mcknight,Active,South,10688,5139140.29,948660.61,4224936.06,2073123.77,2076159.03,740577.99,10665.71,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,1127498.42,49.1406023787257,26.68675700621136,0.25244666069573607,INR 35 to 45 lacs,Var < 2%
Mar-2024,Hyderabad,Warren-Mcknight,Active,South,14568,5482262.02,1059120.85,4484270.0,1625728.69,2749274.91,1405854.78,14873.08,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1690154.06,61.30930809251004,37.69072914878007,0.3316722677269656,INR 35 to 45 lacs,Var < 2%
Oct-2023,Mumbai,"Webb, Brown and Reeves",Active,West,8073,3928345.81,1034557.84,2970560.6,1337632.96,1493927.89,171422.87,13452.81,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,459370.04999999993,50.291109698283876,15.464086139161742,0.45287108433337464,INR 25 to 35 lacs,Var < 2%
Nov-2023,Mumbai,"Webb, Brown and Reeves",Active,West,7616,3357576.66,877446.51,2524600.13,749919.05,1632577.64,509369.31,25364.45,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,755131.1299999999,64.66678111119325,29.910920189962916,1.0046917806345832,INR 25 to 35 lacs,Var < 2%
Dec-2023,Mumbai,"Webb, Brown and Reeves",Active,West,11064,4398084.64,911178.68,3603675.78,1628916.22,1841262.15,452100.82,28755.75,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,930083.4699999999,51.09400130330259,25.809299359333593,0.797956080277566,INR 35 to 45 lacs,Var < 2%
Jan-2024,Mumbai,"Webb, Brown and Reeves",Active,West,7735,3296912.58,775605.57,2635672.58,1014482.66,1551703.01,243840.87,21425.14,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,776097.4400000001,58.87313248901349,29.445897259362923,0.8128908029995138,INR 25 to 35 lacs,Var < 2%
Feb-2024,Mumbai,"Webb, Brown and Reeves",Active,West,10717,4949150.34,1117519.62,3930881.09,1800614.5,2005235.35,603444.51,20512.64,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,887715.73,51.01236349024234,22.583123469654485,0.5218331343622507,INR 35 to 45 lacs,Var < 2%
Mar-2024,Mumbai,"Webb, Brown and Reeves",Active,West,10279,4935136.83,778157.37,4288781.98,1553671.73,2588566.29,1232676.9,17255.1,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,1810408.92,60.35667707221619,42.21265917555454,0.40233101333819715,INR 35 to 45 lacs,Var < 2%
Oct-2023,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,12515,4374932.56,815998.62,3663291.35,1728626.54,1825132.86,333253.52,10928.98,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,1009134.2400000001,49.82221411354573,27.547201234758468,0.2983377229878262,INR 35 to 45 lacs,Var < 2%
Nov-2023,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,10463,4605262.45,1077968.55,3624127.32,1229349.87,2248473.37,804355.03,16123.19,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,1170504.82,62.041787483338204,32.29756343107725,0.44488475642185776,INR 35 to 45 lacs,Var < 2%
Dec-2023,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,11937,5836498.39,973882.25,4982289.91,2218040.78,2678782.05,1280106.55,26684.77,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,1704899.7999999998,53.76608142820818,34.219201025979636,0.5355924781984436,Above INR 45 lacs,Var < 2%
Jan-2024,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,8217,2841966.53,604671.28,2298425.58,921695.52,1240718.02,-85612.66,23533.38,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,636046.74,53.98121352269322,27.67314919981007,1.0238913195527524,INR 15 to 25 lacs,Var < 2%
Feb-2024,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,10073,4104458.21,1052861.8,3170191.81,1505199.57,1607432.65,173141.16,16497.73,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,554570.8499999999,50.70458654676797,17.49329009843098,0.5204016346253825,INR 25 to 35 lacs,Var < 2%
Mar-2024,Ahmedabad,"Wood, Vasquez and Garcia",Inactive,South,9047,3496932.97,704207.21,2937839.89,1168980.94,1636193.97,216690.08,17797.9,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,931986.76,55.69377608253525,31.723538208203717,0.6058158601692892,INR 25 to 35 lacs,Var < 2%
Oct-2023,Ahmedabad,Kidd-Carter,Inactive,West,13804,4408699.88,817307.4,3634262.62,1386475.08,2105439.94,697896.55,22699.9,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,1288132.54,57.93307089073271,35.444123738091335,0.6246081357763849,INR 35 to 45 lacs,Var < 2%
Nov-2023,Ahmedabad,Kidd-Carter,Inactive,West,9151,4406461.43,1133800.57,3409465.73,1435843.86,1841913.83,489534.78,23644.01,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,708113.26,54.02353259611734,20.76903879013326,0.693481380145739,INR 25 to 35 lacs,Var < 2%
Dec-2023,Ahmedabad,Kidd-Carter,Inactive,West,7825,2997284.31,732244.5,2324915.53,1001477.83,1213987.86,-314040.84,16893.46,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,481743.3600000001,52.21642869751918,20.720897330837655,0.7266268293196871,INR 15 to 25 lacs,Var < 2%
Jan-2024,Ahmedabad,Kidd-Carter,Inactive,West,9703,4395788.14,903138.45,3592142.45,1371383.05,2153018.16,786133.2,28927.64,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,1249879.7100000002,59.936881400680534,34.79482585664163,0.8053032529375331,INR 35 to 45 lacs,Var < 2%
Feb-2024,Ahmedabad,Kidd-Carter,Inactive,West,11852,5107079.59,960917.1,4256080.37,1313966.19,2876646.65,1445007.08,13451.72,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,1915729.5499999998,67.58910546606994,45.01159243851403,0.31605888119072334,INR 35 to 45 lacs,Var < 2%
Mar-2024,Ahmedabad,Kidd-Carter,Inactive,West,10604,3441690.53,1014723.14,2495387.06,884554.74,1474022.51,194577.68,19987.61,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,459299.37,59.06989475211913,18.405936993197358,0.8009823534149448,INR 15 to 25 lacs,Var < 2%
Oct-2023,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,12043,5334379.9,1217354.63,4198997.81,1817058.97,2305947.19,916994.35,26934.01,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,1088592.56,54.91660854188443,25.92505662678591,0.6414390104194887,INR 35 to 45 lacs,Var < 2%
Nov-2023,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,12249,5168761.78,1164646.12,4087339.35,1316914.21,2661614.13,1186906.2,19691.76,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,1496968.0099999998,65.1185013546771,36.62451002508514,0.481774531395344,INR 35 to 45 lacs,Var < 2%
Dec-2023,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,14557,5451374.35,1463621.81,4112601.7,1977978.84,2081536.05,887835.14,17015.06,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,617914.24,50.61360671032159,15.024898715574619,0.4137298294653723,INR 35 to 45 lacs,Var < 2%
Jan-2024,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,12099,3798205.96,884717.67,2998183.17,1206882.98,1696655.66,391537.33,10349.91,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,811937.9899999999,56.58945980942185,27.08100019119245,0.34520606024214323,INR 25 to 35 lacs,Var < 2%
Feb-2024,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,8350,3293568.49,688485.53,2694956.87,1049158.87,1543055.22,307867.18,13108.67,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,854569.69,57.25713970331554,31.709957940811123,0.48641483453499573,INR 25 to 35 lacs,Var < 2%
Mar-2024,Hyderabad,"Harvey, Marshall and Martin",Inactive,East,10313,4174520.22,1006886.91,3247562.08,1009875.76,2114590.15,730110.2,18734.45,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,1107703.2399999998,65.11315558900725,34.10876259523266,0.5768773479458782,INR 25 to 35 lacs,Var < 2%
Oct-2023,Pune,Mcknight-Allison,Inactive,East,11367,4792145.46,993730.7,3812314.69,1306532.26,2434297.83,1133967.54,15119.07,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,1440567.1300000001,63.853538544059695,37.78720402538438,0.3965850468655828,INR 35 to 45 lacs,Var < 2%
Nov-2023,Pune,Mcknight-Allison,Inactive,East,11418,5488209.37,1221114.14,4340870.47,1790335.4,2490937.5,1075914.99,10609.67,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,1269823.36,57.383363940827294,29.2527355694168,0.24441342061054405,INR 35 to 45 lacs,Var < 2%
Dec-2023,Pune,Mcknight-Allison,Inactive,East,9910,4102006.87,923795.7,3273827.96,965721.47,2174563.69,709540.65,13422.83,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,1250767.99,66.42266229530277,38.2050616367758,0.41000413473162467,INR 25 to 35 lacs,Var < 2%
Jan-2024,Pune,Mcknight-Allison,Inactive,East,8478,4121123.28,1005328.1,3175813.28,1266525.61,1787533.98,437995.14,29472.15,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,782205.88,56.28586514380972,24.630096640946096,0.9280189797556361,INR 25 to 35 lacs,Var < 2%
Feb-2024,Pune,Mcknight-Allison,Inactive,East,10297,4123540.54,739483.84,3466801.89,1186726.06,2160868.32,773673.09,13668.19,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,1421384.48,62.330308698429825,40.99987611348625,0.39425933277081493,INR 25 to 35 lacs,Var < 2%
Mar-2024,Pune,Mcknight-Allison,Inactive,East,10836,4432951.76,1218873.09,3334756.43,1295054.34,1978587.31,538445.89,26071.35,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,759714.22,59.33228862534947,22.781700431416514,0.7818067240371134,INR 25 to 35 lacs,Var < 2%
Oct-2023,Ahmedabad,"Kaufman, James and Flores",Active,South,11655,4249742.15,1139635.17,3165647.2,1525848.12,1576776.82,229576.7,18980.11,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,437141.65000000014,49.808987558689424,13.808918757592448,0.599564916772785,INR 25 to 35 lacs,Var < 2%
Nov-2023,Ahmedabad,"Kaufman, James and Flores",Active,South,9873,3625293.82,623817.56,3135240.84,1392413.29,1604566.99,93553.25,20548.82,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,980749.4299999999,51.17842844889709,31.281470229891497,0.6554144019124222,INR 25 to 35 lacs,Var < 2%
Dec-2023,Ahmedabad,"Kaufman, James and Flores",Active,South,9299,4063389.62,1188616.71,2983337.96,1019648.1,1836339.18,524439.49,28969.46,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,647722.47,61.55317314435271,21.71133403873559,0.9710418460267237,INR 25 to 35 lacs,Var < 2%
Jan-2024,Ahmedabad,"Kaufman, James and Flores",Active,South,13080,3968791.38,1011339.67,3045343.42,1047276.16,1916858.07,593077.01,14546.05,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,905518.4,62.94390502598883,29.734524981750667,0.4776489214474208,INR 25 to 35 lacs,Var < 2%
Feb-2024,Ahmedabad,"Kaufman, James and Flores",Active,South,8070,3935587.34,1173424.41,2824575.33,1300592.16,1439849.71,-44169.37,27547.3,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,266425.30000000005,50.975794297544894,9.43240200288799,0.9752722721684324,INR 25 to 35 lacs,Var < 2%
Mar-2024,Ahmedabad,"Kaufman, James and Flores",Active,South,10420,4996627.59,777937.24,4257886.4,1636822.47,2475298.28,1143457.37,19065.69,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,1697361.0399999998,58.13443684171563,39.863934368939475,0.447773571413272,INR 35 to 45 lacs,Var < 2%
Oct-2023,Bangalore,Robinson-Daniels,Inactive,North,14533,4925320.83,1069344.87,3952513.28,1743531.05,2076975.82,586661.95,14468.55,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1007630.95,52.54823128639811,25.493423516087464,0.36605949113977426,INR 35 to 45 lacs,Var < 2%
Nov-2023,Bangalore,Robinson-Daniels,Inactive,North,10009,4374746.98,1006630.79,3457261.03,1633357.97,1708984.13,321285.06,20966.64,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,702353.3399999999,49.4317355609102,20.315311279808103,0.6064523279574294,INR 25 to 35 lacs,Var < 2%
Dec-2023,Bangalore,Robinson-Daniels,Inactive,North,10860,3449957.55,955108.56,2553305.55,1031994.54,1470721.32,137595.35,23140.02,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,515612.76,57.60067846169058,20.193930961376715,0.9062769632095149,INR 25 to 35 lacs,Var < 2%
Jan-2024,Bangalore,Robinson-Daniels,Inactive,North,14660,5772794.23,884786.6,5001906.97,1964494.89,2953523.89,1503467.93,12741.25,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,2068737.29,59.047957263387495,41.358971736333594,0.25472784832701517,Above INR 45 lacs,Var < 2%
Feb-2024,Bangalore,Robinson-Daniels,Inactive,North,12416,4124305.58,1194176.34,3017466.58,1198112.08,1710356.74,383124.61,20795.49,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,516180.3999999999,56.68187847833595,17.10641646940792,0.6891705160161211,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,Robinson-Daniels,Inactive,North,8828,4266020.03,932795.6,3452648.74,1167045.58,2139555.18,685033.49,24530.52,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,1206759.58,61.9685158010021,34.951704354379245,0.7104840905420341,INR 25 to 35 lacs,Var < 2%
Oct-2023,Pune,Smith-Smith,Inactive,South,11530,3539400.78,579004.2,3054520.77,1033712.99,1943002.42,598230.54,28784.14,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,1363998.22,63.61071232787852,44.655064499692365,0.9423455319964971,INR 25 to 35 lacs,Var < 2%
Nov-2023,Pune,Smith-Smith,Inactive,South,11691,4824325.57,1229408.87,3721133.13,1678083.37,1919756.5,601947.09,28303.87,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,690347.6299999999,51.59064276746261,18.552080935626183,0.7606250303654145,INR 35 to 45 lacs,Var < 2%
Dec-2023,Pune,Smith-Smith,Inactive,South,11760,3887142.9,683624.49,3308856.05,1205895.18,1986383.63,610619.21,11053.46,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,1302759.14,60.032337459950845,39.371889266684775,0.33405684118533957,INR 25 to 35 lacs,Var < 2%
Jan-2024,Pune,Smith-Smith,Inactive,South,11899,4657889.26,802524.6,3931434.66,1710222.93,2133062.6,793549.58,10614.54,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,1330538.0,54.25659547906616,33.84357404022072,0.2699915150058732,INR 35 to 45 lacs,Var < 2%
Feb-2024,Pune,Smith-Smith,Inactive,South,9640,3267104.28,902321.71,2505262.05,891271.19,1478625.41,285029.49,27708.82,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,576303.7,59.02078826444524,23.003729290514737,1.1060248168450084,INR 25 to 35 lacs,Var < 2%
Mar-2024,Pune,Smith-Smith,Inactive,South,9550,3210029.53,767784.12,2551139.25,1121930.04,1303170.47,-14073.35,24922.3,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,535386.35,51.08190272247977,20.9861672584121,0.9769086497336436,INR 25 to 35 lacs,Var < 2%
Oct-2023,Ahmedabad,Smith-Mccann,Active,West,10436,4623214.46,1213166.02,3481349.83,1313662.87,2018984.65,809086.77,11034.06,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,805818.6299999999,57.99430532955087,23.146729554610715,0.3169477512692253,INR 25 to 35 lacs,Var < 2%
Nov-2023,Ahmedabad,Smith-Mccann,Active,West,14445,6632660.55,996039.19,5749350.65,2501987.58,3136513.96,1765514.52,14012.87,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,2140474.77,54.554229702444744,37.22985255734923,0.24372961144751187,Above INR 45 lacs,Var < 2%
Dec-2023,Ahmedabad,Smith-Mccann,Active,West,12125,5454621.02,963697.3,4598913.52,1962197.36,2550103.86,1200115.73,16354.95,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,1586406.5599999998,55.450137275031864,34.49524660772486,0.35562638716459277,Above INR 45 lacs,Var < 2%
Jan-2024,Ahmedabad,Smith-Mccann,Active,West,10152,4659668.37,1374606.36,3323826.59,982208.71,2264751.1,865120.14,27307.49,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,890144.74,68.13686089441869,26.780721433484896,0.8215678303482132,INR 25 to 35 lacs,Var < 2%
Feb-2024,Ahmedabad,Smith-Mccann,Active,West,13228,5278618.68,909522.81,4421868.08,2157849.02,2145301.69,863570.97,22891.58,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,1235778.88,48.51573251818946,27.946986604810697,0.5176902518539178,INR 35 to 45 lacs,Var < 2%
Mar-2024,Ahmedabad,Smith-Mccann,Active,West,9449,3172393.94,616500.43,2602756.41,900177.56,1552990.22,289895.86,16423.59,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,936489.7899999999,59.667136503181254,35.98069286860386,0.6310075709313112,INR 25 to 35 lacs,Var < 2%
Oct-2023,Hyderabad,Walter PLC,Inactive,East,10616,3338922.33,504094.37,2936915.58,1404519.89,1418153.29,121709.38,16225.21,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,914058.92,48.28716561202621,31.123091389640827,0.5524574867078746,INR 25 to 35 lacs,Var < 2%
Nov-2023,Hyderabad,Walter PLC,Inactive,East,9765,4277838.19,734990.05,3605635.35,1375662.17,2094922.52,756057.81,23634.72,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,1359932.47,58.10134183424843,37.7168609132923,0.6554939062265407,INR 35 to 45 lacs,Var < 2%
Dec-2023,Hyderabad,Walter PLC,Inactive,East,10767,4366974.62,970000.78,3492897.75,1432236.13,1966529.2,666323.61,22865.48,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,996528.4199999999,56.30079494883582,28.530134327579443,0.6546278086726129,INR 25 to 35 lacs,Var < 2%
Jan-2024,Hyderabad,Walter PLC,Inactive,East,11435,5478311.95,935452.6,4632727.68,2250722.87,2260610.54,784970.6,21069.8,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,1325157.94,48.796534053993874,28.60427013055082,0.45480333521352156,Above INR 45 lacs,Var < 2%
Feb-2024,Hyderabad,Walter PLC,Inactive,East,9327,3811702.19,657894.98,3287135.05,975252.89,2249415.01,919836.38,15013.24,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,1591520.0299999998,68.43086687296282,48.41663046366166,0.4567272038305819,INR 25 to 35 lacs,Var < 2%
Mar-2024,Hyderabad,Walter PLC,Inactive,East,12163,4206741.28,731239.56,3545049.12,1260411.27,2222221.83,1004142.22,12177.21,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,1490982.27,62.68521971847883,42.05815545935228,0.3434990486112079,INR 35 to 45 lacs,Var < 2%
Oct-2023,Ahmedabad,Ferguson-Henderson,Inactive,West,9431,3300133.88,956508.82,2468094.32,903476.33,1468517.01,195141.8,10236.66,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,512008.19000000006,59.50003604400338,20.74508197887673,0.4147596757971551,INR 15 to 25 lacs,Var < 2%
Nov-2023,Ahmedabad,Ferguson-Henderson,Inactive,West,14005,6988074.31,1365188.65,5686058.55,2714257.03,2830378.38,1369851.26,23649.01,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,1465189.73,49.77751029313618,25.768108385025336,0.41591217874462444,Above INR 45 lacs,Var < 2%
Dec-2023,Ahmedabad,Ferguson-Henderson,Inactive,West,10553,4488197.88,862240.23,3698205.73,1194853.04,2383097.88,1086395.41,29447.31,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1520857.65,64.43929986555939,41.124203493135575,0.7962593795451179,INR 35 to 45 lacs,Var < 2%
Jan-2024,Ahmedabad,Ferguson-Henderson,Inactive,West,14271,5943576.39,1428566.08,4606571.57,1745155.84,2734033.15,1495760.36,18029.08,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,1305467.0699999998,59.35071470082467,28.33923342256896,0.39137739913590447,Above INR 45 lacs,Var < 2%
Feb-2024,Ahmedabad,Ferguson-Henderson,Inactive,West,9044,3495879.43,880671.81,2683197.28,1219148.09,1409445.88,128760.22,16989.49,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,528774.0699999998,52.528596779138056,19.70686516199807,0.6331807998851282,INR 25 to 35 lacs,Var < 2%
Mar-2024,Ahmedabad,Ferguson-Henderson,Inactive,West,9313,3848876.07,1027692.6,2911975.69,1084077.05,1754799.65,382818.02,27046.57,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,727107.0499999999,60.26148006750702,24.969543959345344,0.9288048005648013,INR 25 to 35 lacs,Var < 2%
Oct-2023,Hyderabad,Garcia-Deleon,Active,West,13213,5000137.84,1292938.92,3805028.75,1824074.39,1904356.11,564499.5,14597.39,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,611417.1900000002,50.048402656615934,16.06866150485723,0.3836341578233804,INR 35 to 45 lacs,Var < 2%
Nov-2023,Hyderabad,Garcia-Deleon,Active,West,14120,5686381.76,1417623.13,4364419.85,1587891.59,2652200.43,1339980.56,22525.12,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,1234577.3000000003,60.76868223390562,28.287317499942183,0.5161080000128768,INR 35 to 45 lacs,Var < 2%
Dec-2023,Hyderabad,Garcia-Deleon,Active,West,14536,6809482.52,1783831.39,5093028.89,2200219.84,2788037.48,1535409.75,14749.53,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,1004206.0900000001,54.7422278611893,19.717266712775317,0.2896023234613932,Above INR 45 lacs,Var < 2%
Jan-2024,Hyderabad,Garcia-Deleon,Active,West,10272,3124730.22,541798.52,2673229.58,938724.17,1606957.64,206748.31,16737.19,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,1065159.1199999999,60.11296792548584,39.845403775608375,0.6261037258161717,INR 25 to 35 lacs,Var < 2%
Feb-2024,Hyderabad,Garcia-Deleon,Active,West,9700,3675991.54,787494.26,2951597.64,921441.48,1943133.21,473540.0,12597.86,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,1155638.95,65.83326885977588,39.15299749324911,0.4268149502924795,INR 25 to 35 lacs,Var < 2%
Mar-2024,Hyderabad,Garcia-Deleon,Active,West,8863,2762179.32,694020.27,2117202.94,653793.78,1324468.55,-234973.8,14364.26,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,630448.28,62.55746792038745,29.7774137797107,0.6784545651537779,INR 15 to 25 lacs,Var < 2%
Oct-2023,Bangalore,Jarvis-Smith,Active,South,14072,5231886.38,1207850.82,4068636.52,1711642.43,2233611.08,930017.53,15923.49,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,1025760.26,54.89827044073232,25.211400796254956,0.3913716529290751,INR 35 to 45 lacs,Var < 2%
Nov-2023,Bangalore,Jarvis-Smith,Active,South,9063,3385088.41,865777.81,2573587.92,1046908.41,1476244.19,126866.18,27931.58,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,610466.3799999999,57.36132729438674,23.720440061748498,1.0853167200132026,INR 25 to 35 lacs,Var < 2%
Dec-2023,Bangalore,Jarvis-Smith,Active,South,11376,4495740.52,856329.06,3756060.47,1693474.75,1961807.99,508560.5,12770.95,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,1105478.93,52.2304687496152,29.431872538516394,0.3400091692347008,INR 35 to 45 lacs,Var < 2%
Jan-2024,Bangalore,Jarvis-Smith,Active,South,10243,4721066.91,1353423.84,3475376.91,1144161.52,2212775.15,882145.38,15305.89,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,859351.3099999998,63.67007686656927,24.726852144505955,0.44040949791543615,INR 25 to 35 lacs,Var < 2%
Feb-2024,Bangalore,Jarvis-Smith,Active,South,14978,5633059.4,892711.45,4868312.49,1842354.64,2951979.88,1608610.16,17592.53,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,2059268.43,60.63661455717276,42.29942992012002,0.3613681339506618,Above INR 45 lacs,Var < 2%
Mar-2024,Bangalore,Jarvis-Smith,Active,South,8811,3211558.6,725396.97,2596539.51,1190473.93,1275387.41,-172666.24,14753.16,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,549990.44,49.11873688376882,21.181670368651545,0.5681854615799781,INR 25 to 35 lacs,Var < 2%
Oct-2023,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,10646,3974994.24,1042704.58,3026897.36,1292535.41,1679065.31,313732.57,24634.8,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,636360.7300000001,55.471498049078214,21.023531831948215,0.8138630772732908,INR 25 to 35 lacs,Var < 2%
Nov-2023,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,12293,3786392.9,952039.35,2899713.14,880867.0,1899857.94,414741.87,12548.86,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,947818.59,65.5188236999195,32.6866329267315,0.4327621179797116,INR 25 to 35 lacs,Var < 2%
Dec-2023,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,7315,3175596.3,583707.36,2719334.49,1004738.99,1602337.65,245481.17,11985.87,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,1018630.2899999999,58.92388949915461,37.45880816596416,0.4407648284562448,INR 25 to 35 lacs,Var < 2%
Jan-2024,Ahmedabad,"Walker, Castillo and Powers",Inactive,West,11965,3938143.56,933278.35,3078869.95,986235.61,2020196.51,682475.61,16693.99,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,1086918.1600000001,65.61486983235521,35.30250311481978,0.5422115994214046,INR 25 to 35 lacs,Var < 2%
